method,method_raw,pair_id,pair_id_raw,f1_all_to_all,precision_all_to_all,recall_all_to_all,runtime,scenario,source,dataset_group,relation_group
MagnetoGPT,MagnetoGPT,TPC-DI__Joinable__prospect_both_50_30_ac1_ev,prospect_both_50_30_ac1_ev_source.csv,0.6,0.4285714285714285,1.0,8.502822160720825,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Joinable
MagnetoFT,MagnetoFT,TPC-DI__Joinable__prospect_vertical_30_ec_ev,prospect_vertical_30_ec_ev_source.csv,0.6,0.4285714285714285,1.0,7.63318943977356,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Joinable
COMA++,Coma++,ChEMBL__View-Unionable__assays_both_0_30_ac2_av,assays_both_0_30_ac2_av_source.csv,0.6,0.75,0.5,22.093503952026367,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,View-Unionable
MagnetoFT,MagnetoFT,TPC-DI__Semantically-Joinable__prospect_both_50_30_ec_av,prospect_both_50_30_ec_av_source.csv,0.6,0.4285714285714285,1.0,8.970701694488525,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Semantically-Joinable
SMUTF,,OpenData__Semantically-Joinable__miller2_vertical_30_ac2_av,,0.6,0.6,0.6,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,Semantically-Joinable
MagnetoFT,MagnetoFT,TPC-DI__Semantically-Joinable__prospect_vertical_30_ac5_av,prospect_vertical_30_ac5_av_source.csv,0.6,0.4285714285714285,1.0,7.419609069824219,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Semantically-Joinable
COMA++,Coma++,TPC-DI__Semantically-Joinable__prospect_vertical_30_ac2_av,prospect_vertical_30_ac2_av_source.csv,0.6,0.75,0.5,65.59882950782776,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
MagnetoFT,MagnetoFT,TPC-DI__Semantically-Joinable__prospect_vertical_30_ec_av,prospect_vertical_30_ec_av_source.csv,0.6,0.4285714285714285,1.0,9.361648321151732,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Semantically-Joinable
COMA++,Coma++,OpenData__Joinable__miller2_both_50_70_ac4_ev,miller2_both_50_70_ac4_ev_source.csv,0.6,1.0,0.4285714285714285,389.6996526718139,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
COMA++,Coma++,OpenData__Joinable__miller2_vertical_70_ac3_ev,miller2_vertical_70_ac3_ev_source.csv,0.6,1.0,0.4285714285714285,452.1500949859619,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
COMA++,Coma++,OpenData__Semantically-Joinable__miller2_vertical_70_ac4_av,miller2_vertical_70_ac4_av_source.csv,0.6,1.0,0.4285714285714285,407.68019556999207,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
MagnetoFT,MagnetoFT,TPC-DI__View-Unionable__prospect_both_0_30_ac1_ev,prospect_both_0_30_ac1_ev_source.csv,0.6,0.4285714285714285,1.0,8.970198392868042,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
ISResMat,ISResMat,OpenData__Joinable__miller2_vertical_50_ac2_ev,miller2_vertical_50_ac2_ev_source.csv,0.6,0.5142857142857142,0.72,159.91478490829468,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
MagnetoFT,MagnetoFT,TPC-DI__View-Unionable__prospect_both_0_30_ec_av,prospect_both_0_30_ec_av_source.csv,0.6,0.4285714285714285,1.0,14.242932796478271,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
MagnetoFT,MagnetoFT,TPC-DI__View-Unionable__prospect_both_0_30_ec_ev,prospect_both_0_30_ec_ev_source.csv,0.6,0.4285714285714285,1.0,11.849300146102903,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
COMA++,Coma++,TPC-DI__Joinable__prospect_both_50_30_ac5_ev,prospect_both_50_30_ac5_ev_source.csv,0.6,0.75,0.5,74.72773432731628,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Joinable
Magneto,Magneto,ChEMBL__Joinable__assays_both_50_30_ac2_ev,assays_both_50_30_ac2_ev_source.csv,0.6,0.4285714285714285,1.0,11.119286298751833,,/Users/nahawandkired/Desktop/si_si-magneto.csv,ChEMBL,Joinable
MagnetoFT,,ChEMBL__Joinable__assays_vertical_30_ac5_ev,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
Magneto,,ChEMBL__Joinable__assays_both_50_30_ac3_ev,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
Magneto,,ChEMBL__Joinable__assays_both_50_30_ac4_ev,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
COMA,Coma,TPC-DI__Semantically-Joinable__prospect_vertical_30_ac4_av,prospect_vertical_30_ac4_av_source.csv,0.6,0.75,0.5,1.6134178638458252,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
Magneto,,ChEMBL__Semantically-Joinable__assays_vertical_30_ac2_av,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
COMA,Coma,TPC-DI__Semantically-Joinable__prospect_vertical_30_ac2_av,prospect_vertical_30_ac2_av_source.csv,0.6,0.75,0.5,1.5805022716522217,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
MagnetoGPT,MagnetoGPT,TPC-DI__View-Unionable__prospect_both_0_30_ac1_ev,prospect_both_0_30_ac1_ev_source.csv,0.6,0.4285714285714285,1.0,9.770849466323853,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
Magneto,,ChEMBL__Semantically-Joinable__assays_vertical_30_ac5_av,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
Magneto,Magneto,ChEMBL__View-Unionable__assays_both_0_30_ac1_av,assays_both_0_30_ac1_av_source.csv,0.6,0.4285714285714285,1.0,7.505572080612183,,/Users/nahawandkired/Desktop/si_si-magneto.csv,ChEMBL,View-Unionable
Magneto,,ChEMBL__View-Unionable__assays_both_0_30_ac1_ev,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
MagnetoGPT,MagnetoGPT,TPC-DI__View-Unionable__prospect_both_0_30_ec_av,prospect_both_0_30_ec_av_source.csv,0.6,0.4285714285714285,1.0,14.15419864654541,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
MagnetoGPT,MagnetoGPT,TPC-DI__View-Unionable__prospect_both_0_30_ec_ev,prospect_both_0_30_ec_ev_source.csv,0.6,0.4285714285714285,1.0,11.00687026977539,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
Magneto,Magneto,ChEMBL__View-Unionable__assays_both_0_30_ac4_ev,assays_both_0_30_ac4_ev_source.csv,0.6,0.4285714285714285,1.0,7.327557325363159,,/Users/nahawandkired/Desktop/si_si-magneto.csv,ChEMBL,View-Unionable
Magneto,Magneto,ChEMBL__View-Unionable__assays_both_0_30_ac5_ev,assays_both_0_30_ac5_ev_source.csv,0.6,0.4285714285714285,1.0,7.397766828536987,,/Users/nahawandkired/Desktop/si_si-magneto.csv,ChEMBL,View-Unionable
COMA,Coma,TPC-DI__Semantically-Joinable__prospect_both_50_30_ac5_av,prospect_both_50_30_ac5_av_source.csv,0.6,0.75,0.5,1.5236284732818604,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
COMA,Coma,TPC-DI__Joinable__prospect_vertical_30_ac5_ev,prospect_vertical_30_ac5_ev_source.csv,0.6,0.75,0.5,1.552518606185913,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Joinable
MagnetoFT,,ChEMBL__View-Unionable__assays_both_0_30_ac4_ev,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
Similarity Flooding,SimilarityFlooding,TPC-DI__Semantically-Joinable__prospect_vertical_70_ac5_av,prospect_vertical_70_ac5_av_source.csv,0.6,0.6,0.6,0.9292924404144288,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
Magneto,,ChEMBL__Semantically-Joinable__assays_both_50_30_ec_av,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
COMA,Coma,OpenData__Joinable__miller2_both_50_70_ac2_ev,miller2_both_50_70_ac2_ev_source.csv,0.6,1.0,0.4285714285714285,3.0109996795654297,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
Magneto,Magneto,TPC-DI__Joinable__prospect_both_50_30_ac4_ev,prospect_both_50_30_ac4_ev_source.csv,0.6,0.4285714285714285,1.0,9.760356426239014,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Joinable
MetaMatch,rf,ChEMBL__View-Unionable__assays_both_0_30_ac4_av,ChEMBL__View-Unionable__assays_both_0_30_ac4_av,0.6,0.75,0.5,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,ChEMBL,View-Unionable
Magneto,Magneto,TPC-DI__Joinable__prospect_vertical_30_ac1_ev,prospect_vertical_30_ac1_ev_source.csv,0.6,0.4285714285714285,1.0,9.16460371017456,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Joinable
COMA,Coma,ChEMBL__View-Unionable__assays_both_0_30_ac2_av,assays_both_0_30_ac2_av_source.csv,0.6,0.75,0.5,1.3469407558441162,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,View-Unionable
COMA,Coma,ChEMBL__Semantically-Joinable__assays_vertical_30_ac3_av,assays_vertical_30_ac3_av_source.csv,0.6,0.75,0.5,1.394747972488403,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Semantically-Joinable
COMA,Coma,ChEMBL__Semantically-Joinable__assays_both_50_30_ac3_av,assays_both_50_30_ac3_av_source.csv,0.6,0.75,0.5,1.3420894145965576,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Semantically-Joinable
COMA,Coma,ChEMBL__Semantically-Joinable__assays_both_50_30_ac2_av,assays_both_50_30_ac2_av_source.csv,0.6,0.75,0.5,1.3641571998596191,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Semantically-Joinable
COMA,Coma,ChEMBL__Semantically-Joinable__assays_both_50_30_ac1_av,assays_both_50_30_ac1_av_source.csv,0.6,0.75,0.5,1.3283002376556396,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Semantically-Joinable
MagnetoFT,,ChEMBL__Semantically-Joinable__assays_both_50_30_ac4_av,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
MagnetoFT,,ChEMBL__Joinable__assays_both_50_30_ac2_ev,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFT,,ChEMBL__Joinable__assays_both_50_30_ac5_ev,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
COMA,Coma,ChEMBL__Joinable__assays_both_50_30_ac2_ev,assays_both_50_30_ac2_ev_source.csv,0.6,0.75,0.5,1.3326969146728516,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Joinable
MagnetoFT,,ChEMBL__Joinable__assays_vertical_30_ac2_ev,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
COMA,Coma,TPC-DI__Semantically-Joinable__prospect_vertical_30_ac5_av,prospect_vertical_30_ac5_av_source.csv,0.6,0.75,0.5,1.5804190635681152,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
MagnetoFT,MagnetoFT,TPC-DI__Semantically-Joinable__prospect_vertical_30_ac1_av,prospect_vertical_30_ac1_av_source.csv,0.6,0.4285714285714285,1.0,8.312933683395386,,/Users/nahawandkired/Desktop/si_si-results0101.csv,TPC-DI,Semantically-Joinable
Magneto,,ChEMBL__Joinable__assays_vertical_30_ac3_ev,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
Magneto,Magneto,ChEMBL__Joinable__assays_vertical_30_ac4_ev,assays_vertical_30_ac4_ev_source.csv,0.6,0.4285714285714285,1.0,8.999708652496338,,/Users/nahawandkired/Desktop/si_si-magneto.csv,ChEMBL,Joinable
Magneto,,ChEMBL__Semantically-Joinable__assays_both_50_30_ac1_av,,0.6,0.4285714285714285,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
Magneto,,OpenData__View -Unionable__miller2_both_0_30_ec_ev,,0.5957446808510638,0.4375,0.9333333333333332,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,View-Unionable
Magneto,,OpenData__Joinable__miller2_vertical_30_ac2_ev,,0.5957446808510638,0.4375,0.9333333333333332,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,Joinable
Distribution Based,,TPC-DI__Joinable__prospect_both_50_50_ac1_ev,,0.5945945945945946,0.4230769230769231,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
COMA++,Coma++,OpenData__View -Unionable__miller2_both_0_50_ac3_av,miller2_both_0_50_ac3_av_source.csv,0.5945945945945945,0.9166666666666666,0.44,240.9278893470764,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
COMA++,Coma++,OpenData__View -Unionable__miller2_both_0_50_ac4_ev,miller2_both_0_50_ac4_ev_source.csv,0.5945945945945945,0.9166666666666666,0.44,386.7433967590332,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
MagnetoGPT,MagnetoGPT,TPC-DI__Semantically-Joinable__prospect_vertical_50_ac2_av,prospect_vertical_50_ac2_av_source.csv,0.5925925925925926,0.5,0.7272727272727273,10.65453553199768,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Semantically-Joinable
MagnetoFT,MagnetoFT,TPC-DI__Semantically-Joinable__prospect_vertical_50_ac2_av,prospect_vertical_50_ac2_av_source.csv,0.5925925925925926,0.5,0.7272727272727273,10.91712999343872,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Semantically-Joinable
Magneto,Magneto,TPC-DI__Semantically-Joinable__prospect_vertical_50_ac4_av,prospect_vertical_50_ac4_av_source.csv,0.5925925925925926,0.5,0.7272727272727273,10.923437356948853,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Semantically-Joinable
Magneto,Magneto,TPC-DI__Joinable__prospect_both_50_50_ac2_ev,prospect_both_50_50_ac2_ev_source.csv,0.5925925925925926,0.5,0.7272727272727273,10.980718851089478,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Joinable
ISResMat,ISResMat,TPC-DI__Semantically-Joinable__prospect_vertical_50_ac2_av,prospect_vertical_50_ac2_av_source.csv,0.5925925925925926,0.5,0.7272727272727273,103.16772079467772,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
MagnetoGPT,MagnetoGPT,TPC-DI__View-Unionable__prospect_both_0_50_ac3_ev,prospect_both_0_50_ac3_ev_source.csv,0.5925925925925926,0.5,0.7272727272727273,8.972635507583618,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
Distribution Based,,ChEMBL__Joinable__assays_both_50_50_ac3_ev,,0.5925925925925926,0.5,0.7272727272727273,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,MagnetoFTGPT,TPC-DI__Semantically-Joinable__prospect_vertical_50_ac2_av,prospect_vertical_50_ac2_av_source.csv,0.5925925925925926,0.5,0.7272727272727273,11.809605360031128,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Semantically-Joinable
Magneto,Magneto,TPC-DI__Semantically-Joinable__prospect_both_50_50_ac3_av,prospect_both_50_50_ac3_av_source.csv,0.5925925925925926,0.5,0.7272727272727273,10.91316270828247,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Semantically-Joinable
MagnetoFTGPT,MagnetoFTGPT,TPC-DI__Semantically-Joinable__prospect_both_50_50_ac3_av,prospect_both_50_50_ac3_av_source.csv,0.5925925925925926,0.5,0.7272727272727273,11.653550624847412,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Semantically-Joinable
Magneto,Magneto,TPC-DI__Semantically-Joinable__prospect_vertical_50_ac3_av,prospect_vertical_50_ac3_av_source.csv,0.5925925925925926,0.5,0.7272727272727273,10.606470346450806,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Semantically-Joinable
MagnetoFT,MagnetoFT,TPC-DI__View-Unionable__prospect_both_0_50_ac3_ev,prospect_both_0_50_ac3_ev_source.csv,0.5925925925925926,0.5,0.7272727272727273,9.003373384475708,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
MagnetoFTGPT,MagnetoFTGPT,TPC-DI__View-Unionable__prospect_both_0_50_ac3_ev,prospect_both_0_50_ac3_ev_source.csv,0.5925925925925926,0.5,0.7272727272727273,8.601236581802368,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
MagnetoGPT,MagnetoGPT,TPC-DI__Semantically-Joinable__prospect_both_50_50_ac3_av,prospect_both_50_50_ac3_av_source.csv,0.5925925925925926,0.5,0.7272727272727273,12.344971179962158,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Semantically-Joinable
MagnetoFT,MagnetoFT,TPC-DI__Semantically-Joinable__prospect_both_50_50_ac3_av,prospect_both_50_50_ac3_av_source.csv,0.5925925925925926,0.5,0.7272727272727273,11.144210577011108,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Semantically-Joinable
MagnetoFTGPT,MagnetoFTGPT,TPC-DI__Joinable__prospect_both_50_50_ac2_ev,prospect_both_50_50_ac2_ev_source.csv,0.5925925925925926,0.5,0.7272727272727273,12.388866662979126,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Joinable
MagnetoGPT,MagnetoGPT,TPC-DI__Joinable__prospect_both_50_50_ac2_ev,prospect_both_50_50_ac2_ev_source.csv,0.5925925925925926,0.5,0.7272727272727273,11.053492307662964,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Joinable
MagnetoFT,MagnetoFT,TPC-DI__Semantically-Joinable__prospect_vertical_50_ac4_av,prospect_vertical_50_ac4_av_source.csv,0.5925925925925926,0.5,0.7272727272727273,10.693481922149658,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Semantically-Joinable
MagnetoFT,MagnetoFT,TPC-DI__Semantically-Joinable__prospect_both_50_50_ac4_av,prospect_both_50_50_ac4_av_source.csv,0.5925925925925926,0.5,0.7272727272727273,8.365877866744995,,/Users/nahawandkired/Desktop/si_si-results0101.csv,TPC-DI,Semantically-Joinable
Magneto,Magneto,TPC-DI__View-Unionable__prospect_both_0_50_ac3_ev,prospect_both_0_50_ac3_ev_source.csv,0.5925925925925926,0.5,0.7272727272727273,9.08414912223816,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
MagnetoFT,MagnetoFT,TPC-DI__Semantically-Joinable__prospect_both_50_50_ac2_av,prospect_both_50_50_ac2_av_source.csv,0.5925925925925926,0.5,0.7272727272727273,7.86019229888916,,/Users/nahawandkired/Desktop/si_si-results0101.csv,TPC-DI,Semantically-Joinable
MagnetoFT,MagnetoFT,TPC-DI__Joinable__prospect_both_50_50_ac2_ev,prospect_both_50_50_ac2_ev_source.csv,0.5925925925925926,0.5,0.7272727272727273,11.10540533065796,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Joinable
Distribution Based,,ChEMBL__Unionable__assays_horizontal_50_ac3_av,,0.5909090909090909,0.6190476190476191,0.5652173913043478,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
MagnetoFT,MagnetoFT,OpenData__View -Unionable__miller2_both_0_70_ac4_av,miller2_both_0_70_ac4_av_source.csv,0.5897435897435898,0.5348837209302325,0.6571428571428571,17.53751540184021,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
MagnetoGPT,MagnetoGPT,OpenData__View -Unionable__miller2_both_0_70_ac4_av,miller2_both_0_70_ac4_av_source.csv,0.5897435897435898,0.5348837209302325,0.6571428571428571,17.816977739334106,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
MagnetoGPT,MagnetoGPT,OpenData__Semantically-Joinable__miller2_both_50_70_ac2_av,miller2_both_50_70_ac2_av_source.csv,0.5897435897435898,0.5348837209302325,0.6571428571428571,16.144967794418335,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Semantically-Joinable
Magneto,Magneto,OpenData__View -Unionable__miller2_both_0_70_ac4_av,miller2_both_0_70_ac4_av_source.csv,0.5897435897435898,0.5348837209302325,0.6571428571428571,16.92800545692444,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
Magneto,Magneto,OpenData__Semantically-Joinable__miller2_both_50_70_ac2_av,miller2_both_50_70_ac2_av_source.csv,0.5897435897435898,0.5348837209302325,0.6571428571428571,15.782562494277954,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Semantically-Joinable
MagnetoFTGPT,MagnetoFTGPT,OpenData__View -Unionable__miller2_both_0_70_ac4_av,miller2_both_0_70_ac4_av_source.csv,0.5897435897435898,0.5348837209302325,0.6571428571428571,16.162986755371094,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
MagnetoFTGPT,MagnetoFTGPT,OpenData__Semantically-Joinable__miller2_both_50_70_ac2_av,miller2_both_50_70_ac2_av_source.csv,0.5897435897435898,0.5348837209302325,0.6571428571428571,15.7686927318573,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Semantically-Joinable
MagnetoFT,MagnetoFT,OpenData__Semantically-Joinable__miller2_both_50_70_ac2_av,miller2_both_50_70_ac2_av_source.csv,0.5897435897435898,0.5348837209302325,0.6571428571428571,16.07219696044922,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Semantically-Joinable
ISResMat,ISResMat,OpenData__Unionable__miller2_horizontal_50_ac4_av,miller2_horizontal_50_ac4_av_source.csv,0.5882352941176471,0.5882352941176471,0.5882352941176471,438.4595351219177,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
ISResMat,ISResMat,OpenData__Unionable__miller2_horizontal_0_ac3_ev,miller2_horizontal_0_ac3_ev_source.csv,0.5882352941176471,0.5882352941176471,0.5882352941176471,241.6022701263428,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
ISResMat,ISResMat,TPC-DI__View-Unionable__prospect_both_0_30_ac4_ev,prospect_both_0_30_ac4_ev_source.csv,0.5882352941176471,0.4545454545454545,0.8333333333333334,9.46645212173462,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,View-Unionable
COMA,Coma,ChEMBL__View-Unionable__assays_both_0_50_ac2_av,assays_both_0_50_ac2_av_source.csv,0.5882352941176471,0.8333333333333334,0.4545454545454545,1.3948585987091064,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,View-Unionable
ISResMat,ISResMat,TPC-DI__Semantically-Joinable__prospect_both_50_30_ac1_av,prospect_both_50_30_ac1_av_source.csv,0.5882352941176471,0.4545454545454545,0.8333333333333334,9.881848812103271,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
COMA++,Coma++,TPC-DI__Joinable__prospect_both_50_50_ac4_ev,prospect_both_50_50_ac4_ev_source.csv,0.5882352941176471,0.8333333333333334,0.4545454545454545,109.15946054458618,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Joinable
ISResMat,ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_30_ac1_av,assays_vertical_30_ac1_av_source.csv,0.5882352941176471,0.4545454545454545,0.8333333333333334,97.8105993270874,,/Users/nahawandkired/Desktop/si_si-results4.csv,ChEMBL,Semantically-Joinable
ISResMat,ISResMat,ChEMBL__Joinable__assays_both_50_30_ac3_ev,assays_both_50_30_ac3_ev_source.csv,0.5882352941176471,0.4545454545454545,0.8333333333333334,111.06687498092651,,/Users/nahawandkired/Desktop/si_si-results4.csv,ChEMBL,Joinable
ISResMat,ISResMat,OpenData__Unionable__miller2_horizontal_0_ac3_av,miller2_horizontal_0_ac3_av_source.csv,0.5882352941176471,0.5882352941176471,0.5882352941176471,235.99361491203308,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
COMA,Coma,ChEMBL__Semantically-Joinable__assays_vertical_50_ac2_av,assays_vertical_50_ac2_av_source.csv,0.5882352941176471,0.8333333333333334,0.4545454545454545,1.499819278717041,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Semantically-Joinable
COMA,Coma,TPC-DI__Semantically-Joinable__prospect_both_50_50_ac2_av,prospect_both_50_50_ac2_av_source.csv,0.5882352941176471,0.8333333333333334,0.4545454545454545,1.6371676921844482,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
Magneto,,Wikidata__Musicians__Musicians_viewunion,,0.5882352941176471,0.4166666666666667,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,Wikidata,Real-world
COMA,Coma,ChEMBL__Joinable__assays_both_50_50_ac2_ev,assays_both_50_50_ac2_ev_source.csv,0.5882352941176471,0.8333333333333334,0.4545454545454545,1.48602294921875,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Joinable
ISResMat,ISResMat,TPC-DI__Semantically-Joinable__prospect_both_50_30_ac5_av,prospect_both_50_30_ac5_av_source.csv,0.5882352941176471,0.4545454545454545,0.8333333333333334,9.776155948638916,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
