method,method_raw,pair_id,pair_id_raw,f1_all_to_all,precision_all_to_all,recall_all_to_all,runtime,scenario,source,dataset_group,relation_group
MagnetoFTGPT,,ChEMBL__Joinable__assays_vertical_70_ac3_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_vertical_70_ac2_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_vertical_70_ac1_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_vertical_50_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_vertical_50_ac5_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_vertical_50_ac4_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_vertical_50_ac2_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
SMUTF,,ChEMBL__Unionable__assays_horizontal_100_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
MagnetoFTGPT,,ChEMBL__Joinable__assays_vertical_50_ac1_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_50_ac3_av,miller2_horizontal_50_ac3_av_source.csv,1.0,1.0,1.0,13.448477745056152,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
SMUTF,,ChEMBL__Unionable__assays_horizontal_100_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
MagnetoFTGPT,,ChEMBL__Joinable__assays_vertical_30_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
ISResMat,ISResMat,Magellan__dblp_scholar,dblp_scholar_source.csv,1.0,1.0,1.0,8.930216073989868,,/Users/nahawandkired/Desktop/si_si-results.csv,Magellan,Real-world
ISResMat,,Magellan__fodors_zagats,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,Magellan,Real-world
ISResMat,,Magellan__itunes_amazon,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,Magellan,Real-world
ISResMat,,Magellan__walmart_amazon,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,Magellan,Real-world
COMA++,Coma++,TPC-DI__Joinable__prospect_vertical_30_ac4_ev,prospect_vertical_30_ac4_ev_source.csv,1.0,1.0,1.0,80.95308327674866,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Joinable
MagnetoFT,MagnetoFT,TPC-DI__Unionable__prospect_horizontal_100_ec_ev,prospect_horizontal_100_ec_ev_source.csv,1.0,1.0,1.0,18.746760368347168,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Unionable
COMA++,Coma++,TPC-DI__Joinable__prospect_vertical_30_ac2_ev,prospect_vertical_30_ac2_ev_source.csv,1.0,1.0,1.0,69.7747130393982,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Joinable
MagnetoFT,MagnetoFT,TPC-DI__Unionable__prospect_horizontal_100_ec_av,prospect_horizontal_100_ec_av_source.csv,1.0,1.0,1.0,20.256351947784424,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Unionable
MagnetoGPT,MagnetoGPT,Magellan__dblp_scholar,dblp_scholar_source.csv,1.0,1.0,1.0,4.773684024810791,,/Users/nahawandkired/Desktop/si_si-magneto.csv,Magellan,Real-world
MagnetoGPT,MagnetoGPT,Magellan__fodors_zagats,fodors_zagats_source.csv,1.0,1.0,1.0,19.420056581497192,,/Users/nahawandkired/Desktop/si_si-results0101.csv,Magellan,Real-world
MagnetoGPT,MagnetoGPT,Magellan__itunes_amazon,itunes_amazon_source.csv,1.0,1.0,1.0,7.339945316314697,,/Users/nahawandkired/Desktop/si_si-magneto.csv,Magellan,Real-world
MagnetoGPT,MagnetoGPT,Magellan__walmart_amazon,walmart_amazon_source.csv,1.0,1.0,1.0,5.371145009994507,,/Users/nahawandkired/Desktop/si_si-magneto.csv,Magellan,Real-world
MetaMatch,rf,OpenData__Unionable__miller2_horizontal_50_ac3_ev,OpenData__Unionable__miller2_horizontal_50_ac3_ev,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,OpenData,Unionable
MagnetoFT,MagnetoFT,TPC-DI__Unionable__prospect_horizontal_100_ac1_ev,prospect_horizontal_100_ac1_ev_source.csv,1.0,1.0,1.0,20.447628021240234,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Unionable
MagnetoFT,MagnetoFT,TPC-DI__Unionable__prospect_horizontal_0_ec_ev,prospect_horizontal_0_ec_ev_source.csv,1.0,1.0,1.0,21.182762145996094,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Unionable
MagnetoFT,MagnetoFT,TPC-DI__Unionable__prospect_horizontal_0_ec_av,prospect_horizontal_0_ec_av_source.csv,1.0,1.0,1.0,21.584033012390137,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Unionable
MagnetoFT,MagnetoFT,TPC-DI__Unionable__prospect_horizontal_0_ac1_ev,prospect_horizontal_0_ac1_ev_source.csv,1.0,1.0,1.0,21.62033128738404,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Unionable
MagnetoFT,MagnetoFT,TPC-DI__Unionable__prospect_horizontal_0_ac1_av,prospect_horizontal_0_ac1_av_source.csv,1.0,1.0,1.0,20.97399115562439,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Unionable
SMUTF,,ChEMBL__Semantically-Joinable__assays_vertical_30_ac1_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
COMA++,Coma++,TPC-DI__Joinable__prospect_vertical_30_ac5_ev,prospect_vertical_30_ac5_ev_source.csv,1.0,1.0,1.0,74.56148314476013,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Joinable
MagnetoFT,MagnetoFT,TPC-DI__Unionable__prospect_horizontal_50_ac1_av,prospect_horizontal_50_ac1_av_source.csv,1.0,1.0,1.0,19.255136728286743,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Unionable
MagnetoFT,MagnetoFT,TPC-DI__Unionable__prospect_horizontal_50_ac1_ev,prospect_horizontal_50_ac1_ev_source.csv,1.0,1.0,1.0,25.06876540184021,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Unionable
COMA++,Coma++,TPC-DI__Semantically-Joinable__prospect_both_50_30_ac1_av,prospect_both_50_30_ac1_av_source.csv,1.0,1.0,1.0,79.85233521461487,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
SMUTF,,ChEMBL__Unionable__assays_horizontal_0_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
SMUTF,,ChEMBL__Unionable__assays_horizontal_0_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
MetaMatch,rf,TPC-DI__Joinable__prospect_vertical_30_ac3_ev,TPC-DI__Joinable__prospect_vertical_30_ac3_ev,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Joinable
MetaMatch,rf,TPC-DI__Joinable__prospect_vertical_30_ac4_ev,TPC-DI__Joinable__prospect_vertical_30_ac4_ev,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Joinable
MetaMatch,rf,TPC-DI__Joinable__prospect_vertical_30_ac5_ev,TPC-DI__Joinable__prospect_vertical_30_ac5_ev,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Joinable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_50_ac3_ev,miller2_horizontal_50_ac3_ev_source.csv,1.0,1.0,1.0,13.476889610290527,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
SMUTF,,ChEMBL__Semantically-Joinable__assays_vertical_70_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
SMUTF,,ChEMBL__Semantically-Joinable__assays_vertical_50_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
MagnetoGPT,,ChEMBL__View-Unionable__assays_both_0_70_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
MagnetoGPT,MagnetoGPT,Magellan__amazon_google_exp,amazon_google_exp_source.csv,1.0,1.0,1.0,3.5622305870056152,,/Users/nahawandkired/Desktop/si_si-magneto.csv,Magellan,Real-world
MagnetoGPT,MagnetoGPT,Magellan__beeradvo_ratebeer,beeradvo_ratebeer_source.csv,1.0,1.0,1.0,3.7644450664520255,,/Users/nahawandkired/Desktop/si_si-magneto.csv,Magellan,Real-world
MagnetoGPT,MagnetoGPT,Magellan__dblp_acm,dblp_acm_source.csv,1.0,1.0,1.0,3.785533905029297,,/Users/nahawandkired/Desktop/si_si-magneto.csv,Magellan,Real-world
MagnetoFT,MagnetoFT,TPC-DI__Unionable__prospect_horizontal_50_ec_ev,prospect_horizontal_50_ec_ev_source.csv,1.0,1.0,1.0,25.011064052581787,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Unionable
MagnetoFT,MagnetoFT,TPC-DI__Unionable__prospect_horizontal_50_ec_av,prospect_horizontal_50_ec_av_source.csv,1.0,1.0,1.0,18.943767547607425,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,Unionable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_vertical_30_ac5_av,assays_vertical_30_ac5_av,1.0,1.0,1.0,11.73516011238098,schema-schema,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_vertical_30_ec_av,assays_vertical_30_ec_av,1.0,1.0,1.0,8.89161229133606,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_vertical_50_ac1_av,assays_vertical_50_ac1_av,1.0,1.0,1.0,14.929284811019896,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_50_ac4_ev,miller2_vertical_50_ac4_ev,1.0,1.0,1.0,26.100969076156616,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_50_ec_ev,miller2_vertical_50_ec_ev,1.0,1.0,1.0,23.867482900619507,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_70_ac1_ev,miller2_vertical_70_ac1_ev,1.0,1.0,1.0,28.321319103240967,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_70_ac2_ev,miller2_vertical_70_ac2_ev,1.0,1.0,1.0,26.38701105117798,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_70_ac4_ev,miller2_vertical_70_ac4_ev,1.0,1.0,1.0,46.84670305252075,schema-schema,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_70_ac5_ev,miller2_vertical_70_ac5_ev,1.0,1.0,1.0,35.190293073654175,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_70_ec_ev,miller2_vertical_70_ec_ev,1.0,1.0,1.0,34.75956082344055,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Semantically-Joinable__miller2_both_50_1_ac1_av,miller2_both_50_1_ac1_av,1.0,1.0,1.0,19.213987112045288,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Semantically-Joinable
LLMATCH,LLMatch-llm,OpenData__Semantically-Joinable__miller2_both_50_1_ac2_av,miller2_both_50_1_ac2_av,1.0,1.0,1.0,17.484997987747192,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Semantically-Joinable
LLMATCH,LLMatch-llm,OpenData__Semantically-Joinable__miller2_both_50_1_ac3_av,miller2_both_50_1_ac3_av,1.0,1.0,1.0,18.27197575569153,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Semantically-Joinable
LLMATCH,LLMatch-llm,OpenData__Semantically-Joinable__miller2_both_50_1_ac4_av,miller2_both_50_1_ac4_av,1.0,1.0,1.0,17.36552906036377,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Semantically-Joinable
LLMATCH,LLMatch-llm,OpenData__Semantically-Joinable__miller2_both_50_1_ac5_av,miller2_both_50_1_ac5_av,1.0,1.0,1.0,16.14778995513916,schema-instance,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Semantically-Joinable
LLMATCH,LLMatch-llm,OpenData__Semantically-Joinable__miller2_both_50_1_ec_av,miller2_both_50_1_ec_av,1.0,1.0,1.0,17.145493030548096,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Semantically-Joinable
LLMATCH,LLMatch-llm,OpenData__Semantically-Joinable__miller2_both_50_30_ac1_av,miller2_both_50_30_ac1_av,1.0,1.0,1.0,24.47176718711853,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Semantically-Joinable
LLMATCH,LLMatch-llm,OpenData__Semantically-Joinable__miller2_both_50_30_ac2_av,miller2_both_50_30_ac2_av,1.0,1.0,1.0,45.61925506591797,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Semantically-Joinable
LLMATCH,LLMatch-llm,OpenData__Semantically-Joinable__miller2_both_50_30_ac3_av,miller2_both_50_30_ac3_av,1.0,1.0,1.0,22.91095209121704,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Semantically-Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_50_ac5_ev,miller2_vertical_50_ac5_ev,1.0,1.0,1.0,27.595856189727783,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_50_ac3_ev,miller2_vertical_50_ac3_ev,1.0,1.0,1.0,25.285438776016235,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
COMA++,Coma++,ChEMBL__View-Unionable__assays_both_0_1_ec_av,assays_both_0_1_ec_av_source.csv,1.0,1.0,1.0,15.177067041397097,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,View-Unionable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_50_ac2_ev,miller2_vertical_50_ac2_ev,1.0,1.0,1.0,33.4764518737793,schema-schema,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_both_50_70_ec_ev,miller2_both_50_70_ec_ev,1.0,1.0,1.0,34.91270089149475,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
COMA++,Coma++,ChEMBL__View-Unionable__assays_both_0_1_ac2_ev,assays_both_0_1_ac2_ev_source.csv,1.0,1.0,1.0,15.056069374084473,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,View-Unionable
COMA++,Coma++,ChEMBL__View-Unionable__assays_both_0_1_ac2_av,assays_both_0_1_ac2_av_source.csv,1.0,1.0,1.0,15.449491739273071,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,View-Unionable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_1_ac1_ev,miller2_vertical_1_ac1_ev,1.0,1.0,1.0,33.37939715385437,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_1_ac3_ev,miller2_vertical_1_ac3_ev,1.0,1.0,1.0,18.15293312072754,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_1_ac4_ev,miller2_vertical_1_ac4_ev,1.0,1.0,1.0,19.23607087135315,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_1_ac5_ev,miller2_vertical_1_ac5_ev,1.0,1.0,1.0,22.619006872177124,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_1_ec_ev,miller2_vertical_1_ec_ev,1.0,1.0,1.0,20.561251878738403,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_30_ac1_ev,miller2_vertical_30_ac1_ev,1.0,1.0,1.0,27.91334819793701,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_30_ac2_ev,miller2_vertical_30_ac2_ev,1.0,1.0,1.0,30.79609084129333,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_30_ac3_ev,miller2_vertical_30_ac3_ev,1.0,1.0,1.0,23.54520392417908,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_30_ac4_ev,miller2_vertical_30_ac4_ev,1.0,1.0,1.0,38.65564489364624,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_30_ac5_ev,miller2_vertical_30_ac5_ev,1.0,1.0,1.0,25.5775043964386,schema-instance,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_30_ec_ev,miller2_vertical_30_ec_ev,1.0,1.0,1.0,23.77352213859558,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Joinable__miller2_vertical_50_ac1_ev,miller2_vertical_50_ac1_ev,1.0,1.0,1.0,23.02485704421997,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Joinable
LLMATCH,LLMatch-llm,OpenData__Semantically-Joinable__miller2_both_50_30_ac5_av,miller2_both_50_30_ac5_av,1.0,1.0,1.0,33.1639187335968,complet-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Semantically-Joinable
LLMATCH,LLMatch-llm,OpenData__Semantically-Joinable__miller2_both_50_30_ec_av,miller2_both_50_30_ec_av,1.0,1.0,1.0,24.79694676399231,schema-schema,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,OpenData,Semantically-Joinable
